month,Age_group,activity,land_use,tickbite_status
8,1,1,60,TRUE
3,1,1,60,TRUE
4,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
9,1,1,60,TRUE
9,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
4,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
7,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
7,1,1,60,TRUE
7,1,1,60,TRUE
10,1,1,60,TRUE
12,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
9,1,1,60,TRUE
8,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
4,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
9,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
9,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
4,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
5,3,4,60,TRUE
6,2,4,60,TRUE
7,2,4,60,TRUE
6,2,4,60,TRUE
8,2,4,60,TRUE
7,3,2,60,TRUE
7,3,2,60,TRUE
5,2,2,60,TRUE
7,2,2,60,TRUE
6,3,7,60,TRUE
7,3,7,60,TRUE
7,3,7,60,TRUE
10,3,7,60,TRUE
4,3,7,60,TRUE
6,3,7,60,TRUE
6,2,7,60,TRUE
8,2,7,60,TRUE
7,2,7,60,TRUE
4,2,7,60,TRUE
6,2,7,60,TRUE
11,2,7,60,TRUE
7,2,7,60,TRUE
6,1,7,60,TRUE
8,2,5,60,TRUE
4,2,5,60,TRUE
6,2,5,60,TRUE
4,1,5,60,TRUE
6,1,5,60,TRUE
8,1,5,60,TRUE
8,1,5,60,TRUE
7,2,3,60,TRUE
6,2,3,60,TRUE
8,2,3,60,TRUE
9,1,3,60,TRUE
6,3,6,60,TRUE
6,2,6,60,TRUE
8,2,6,60,TRUE
8,2,6,60,TRUE
6,2,6,60,TRUE
7,2,6,60,TRUE
7,2,6,60,TRUE
6,2,6,60,TRUE
7,2,6,60,TRUE
8,2,6,60,TRUE
10,2,6,60,TRUE
3,2,6,60,TRUE
11,3,1,60,TRUE
5,3,1,60,TRUE
6,3,1,60,TRUE
8,3,1,60,TRUE
7,3,1,60,TRUE
8,3,1,60,TRUE
7,3,1,60,TRUE
7,3,1,60,TRUE
5,3,1,60,TRUE
6,3,1,60,TRUE
6,3,1,60,TRUE
4,3,1,60,TRUE
8,3,1,60,TRUE
7,3,1,60,TRUE
5,3,1,60,TRUE
4,3,1,60,TRUE
9,3,1,60,TRUE
4,3,1,60,TRUE
6,3,1,60,TRUE
6,3,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
11,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
10,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
10,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
8,2,1,60,TRUE
3,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
9,2,1,60,TRUE
8,2,1,60,TRUE
10,2,1,60,TRUE
8,2,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
8,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
3,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
7,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
9,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
5,1,1,60,TRUE
11,1,1,60,TRUE
4,2,4,60,TRUE
7,2,4,60,TRUE
8,2,4,60,TRUE
7,2,4,60,TRUE
6,2,4,60,TRUE
6,2,4,60,TRUE
7,2,4,60,TRUE
6,2,4,60,TRUE
6,2,4,60,TRUE
3,2,4,60,TRUE
7,2,4,60,TRUE
6,2,4,60,TRUE
5,2,4,60,TRUE
7,2,4,60,TRUE
4,2,4,60,TRUE
5,2,4,60,TRUE
12,2,4,60,TRUE
11,2,4,60,TRUE
10,2,4,60,TRUE
12,2,4,60,TRUE
7,2,4,60,TRUE
6,2,4,60,TRUE
6,1,4,60,TRUE
7,1,4,60,TRUE
10,1,4,60,TRUE
7,1,4,60,TRUE
8,1,4,60,TRUE
8,1,4,60,TRUE
3,1,4,60,TRUE
5,2,2,60,TRUE
8,2,2,60,TRUE
6,1,2,60,TRUE
6,3,7,60,TRUE
4,3,7,60,TRUE
7,3,7,60,TRUE
6,2,7,60,TRUE
4,2,7,60,TRUE
6,2,7,60,TRUE
6,2,7,60,TRUE
4,2,7,60,TRUE
4,2,7,60,TRUE
5,2,7,60,TRUE
6,2,7,60,TRUE
10,2,7,60,TRUE
7,2,7,60,TRUE
4,2,7,60,TRUE
6,2,7,60,TRUE
7,2,7,60,TRUE
7,2,7,60,TRUE
5,2,7,60,TRUE
6,2,7,60,TRUE
6,2,7,60,TRUE
8,2,7,60,TRUE
7,2,7,60,TRUE
6,2,7,60,TRUE
5,2,7,60,TRUE
8,2,7,60,TRUE
6,2,7,60,TRUE
7,2,7,60,TRUE
6,2,7,60,TRUE
9,2,7,60,TRUE
6,2,7,60,TRUE
6,2,7,60,TRUE
8,1,7,60,TRUE
6,1,7,60,TRUE
6,1,7,60,TRUE
5,1,7,60,TRUE
7,3,5,60,TRUE
7,3,5,60,TRUE
4,3,5,60,TRUE
6,3,5,60,TRUE
6,2,5,60,TRUE
7,2,5,60,TRUE
4,2,5,60,TRUE
7,2,5,60,TRUE
6,2,5,60,TRUE
6,2,5,60,TRUE
6,2,5,60,TRUE
7,2,5,60,TRUE
6,2,5,60,TRUE
5,2,5,60,TRUE
8,2,5,60,TRUE
6,2,5,60,TRUE
7,2,5,60,TRUE
4,2,5,60,TRUE
7,2,5,60,TRUE
3,2,5,60,TRUE
6,2,5,60,TRUE
5,2,5,60,TRUE
7,1,5,60,TRUE
9,1,5,60,TRUE
5,1,5,60,TRUE
4,1,5,60,TRUE
6,1,5,60,TRUE
10,1,5,60,TRUE
4,1,5,60,TRUE
4,1,5,60,TRUE
7,3,3,60,TRUE
6,3,3,60,TRUE
6,3,3,60,TRUE
6,3,3,60,TRUE
6,2,3,60,TRUE
5,2,3,60,TRUE
10,2,3,60,TRUE
4,2,3,60,TRUE
4,2,3,60,TRUE
6,2,3,60,TRUE
3,2,3,60,TRUE
7,2,3,60,TRUE
6,2,3,60,TRUE
5,2,3,60,TRUE
6,2,3,60,TRUE
6,2,3,60,TRUE
8,2,3,60,TRUE
9,2,3,60,TRUE
5,2,3,60,TRUE
6,2,3,60,TRUE
7,2,3,60,TRUE
7,2,3,60,TRUE
6,2,3,60,TRUE
10,2,3,60,TRUE
5,2,3,60,TRUE
8,1,3,60,TRUE
6,1,3,60,TRUE
10,1,3,60,TRUE
5,3,6,60,TRUE
6,3,6,60,TRUE
7,3,6,60,TRUE
5,3,6,60,TRUE
7,3,6,60,TRUE
4,3,6,60,TRUE
7,2,6,60,TRUE
8,2,6,60,TRUE
8,2,6,60,TRUE
10,2,6,60,TRUE
4,2,6,60,TRUE
5,2,6,60,TRUE
7,2,6,60,TRUE
4,2,6,60,TRUE
8,2,6,60,TRUE
8,2,6,60,TRUE
8,2,6,60,TRUE
6,2,6,60,TRUE
6,2,6,60,TRUE
7,2,6,60,TRUE
7,2,6,60,TRUE
5,2,6,60,TRUE
4,2,6,60,TRUE
6,2,6,60,TRUE
5,2,6,60,TRUE
4,2,6,60,TRUE
6,1,6,60,TRUE
7,1,6,60,TRUE
7,1,6,60,TRUE
5,1,6,60,TRUE
5,1,6,60,TRUE
6,1,6,60,TRUE
4,1,6,60,TRUE
7,3,1,60,TRUE
10,3,1,60,TRUE
6,3,1,60,TRUE
4,3,1,60,TRUE
6,3,1,60,TRUE
5,3,1,60,TRUE
5,3,1,60,TRUE
8,3,1,60,TRUE
6,3,1,60,TRUE
5,3,1,60,TRUE
4,3,1,60,TRUE
5,3,1,60,TRUE
4,3,1,60,TRUE
7,3,1,60,TRUE
5,3,1,60,TRUE
5,3,1,60,TRUE
7,3,1,60,TRUE
7,3,1,60,TRUE
6,3,1,60,TRUE
9,3,1,60,TRUE
7,3,1,60,TRUE
6,3,1,60,TRUE
6,3,1,60,TRUE
5,3,1,60,TRUE
12,3,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
4,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
1,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
6,2,1,60,TRUE
2,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
9,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
4,2,1,60,TRUE
4,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
9,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
8,2,1,60,TRUE
8,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
5,2,1,60,TRUE
9,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
9,2,1,60,TRUE
4,2,1,60,TRUE
9,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
8,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
3,2,1,60,TRUE
8,2,1,60,TRUE
9,2,1,60,TRUE
9,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
10,2,1,60,TRUE
4,2,1,60,TRUE
8,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
8,2,1,60,TRUE
9,2,1,60,TRUE
6,2,1,60,TRUE
8,2,1,60,TRUE
4,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
7,2,1,60,TRUE
8,2,1,60,TRUE
10,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
6,2,1,60,TRUE
5,2,1,60,TRUE
6,2,1,60,TRUE
7,2,1,60,TRUE
6,2,1,60,TRUE
7,1,1,60,TRUE
3,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
7,1,1,60,TRUE
9,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
9,1,1,60,TRUE
8,1,1,60,TRUE
5,1,1,60,TRUE
5,1,1,60,TRUE
7,1,1,60,TRUE
7,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
9,1,1,60,TRUE
5,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
3,1,1,60,TRUE
9,1,1,60,TRUE
8,1,1,60,TRUE
4,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
9,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
7,1,1,60,TRUE
7,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
4,1,1,60,TRUE
9,1,1,60,TRUE
3,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
9,1,1,60,TRUE
7,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
8,1,1,60,TRUE
2,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
4,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
5,1,1,60,TRUE
8,1,1,60,TRUE
6,1,1,60,TRUE
6,1,1,60,TRUE
8,1,1,60,TRUE
7,1,1,60,TRUE
8,1,1,60,TRUE
9,1,1,60,TRUE
4,1,1,60,TRUE
7,1,1,60,TRUE
5,3,4,62,TRUE
6,3,4,62,TRUE
8,3,4,62,TRUE
7,3,4,62,TRUE
8,2,4,62,TRUE
3,2,4,62,TRUE
9,2,4,62,TRUE
8,2,4,62,TRUE
10,2,4,62,TRUE
6,2,4,62,TRUE
8,2,4,62,TRUE
6,2,4,62,TRUE
6,2,4,62,TRUE
8,2,4,62,TRUE
8,2,4,62,TRUE
6,2,4,62,TRUE
7,2,4,62,TRUE
8,2,4,62,TRUE
7,2,4,62,TRUE
8,2,4,62,TRUE
5,2,4,62,TRUE
6,2,4,62,TRUE
9,2,4,62,TRUE
7,2,4,62,TRUE
4,2,4,62,TRUE
6,2,4,62,TRUE
8,2,4,62,TRUE
6,2,4,62,TRUE
9,2,4,62,TRUE
9,2,4,62,TRUE
3,2,4,62,TRUE
7,2,4,62,TRUE
5,1,4,62,TRUE
6,1,4,62,TRUE
5,1,4,62,TRUE
6,1,4,62,TRUE
6,1,4,62,TRUE
6,1,4,62,TRUE
7,3,2,62,TRUE
7,2,2,62,TRUE
7,2,2,62,TRUE
12,2,2,62,TRUE
7,2,2,62,TRUE
6,2,2,62,TRUE
6,2,2,62,TRUE
7,2,2,62,TRUE
7,2,2,62,TRUE
4,2,2,62,TRUE
7,1,2,62,TRUE
6,1,2,62,TRUE
8,1,2,62,TRUE
5,1,2,62,TRUE
6,3,7,62,TRUE
5,3,7,62,TRUE
8,3,7,62,TRUE
9,3,7,62,TRUE
5,3,7,62,TRUE
4,3,7,62,TRUE
7,3,7,62,TRUE
8,3,7,62,TRUE
7,3,7,62,TRUE
5,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
8,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
8,2,7,62,TRUE
4,2,7,62,TRUE
10,2,7,62,TRUE
4,2,7,62,TRUE
5,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
8,2,7,62,TRUE
3,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
9,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
4,2,7,62,TRUE
10,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
4,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
4,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
4,2,7,62,TRUE
9,2,7,62,TRUE
2,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
5,2,7,62,TRUE
4,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
4,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
8,2,7,62,TRUE
6,2,7,62,TRUE
8,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
5,2,7,62,TRUE
10,2,7,62,TRUE
5,2,7,62,TRUE
8,2,7,62,TRUE
7,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
5,2,7,62,TRUE
7,2,7,62,TRUE
4,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
6,2,7,62,TRUE
9,2,7,62,TRUE
9,2,7,62,TRUE
7,2,7,62,TRUE
7,2,7,62,TRUE
5,2,7,62,TRUE
6,2,7,62,TRUE
5,2,7,62,TRUE
5,2,7,62,TRUE
7,2,7,62,TRUE
3,2,7,62,TRUE
6,2,7,62,TRUE
7,2,7,62,TRUE
7,1,7,62,TRUE
5,1,7,62,TRUE
8,1,7,62,TRUE
7,1,7,62,TRUE
8,1,7,62,TRUE
7,1,7,62,TRUE
6,1,7,62,TRUE
7,1,7,62,TRUE
7,1,7,62,TRUE
6,1,7,62,TRUE
6,1,7,62,TRUE
4,1,7,62,TRUE
4,1,7,62,TRUE
6,1,7,62,TRUE
6,1,7,62,TRUE
4,1,7,62,TRUE
7,1,7,62,TRUE
10,1,7,62,TRUE
4,1,7,62,TRUE
6,1,7,62,TRUE
4,3,5,62,TRUE
5,2,5,62,TRUE
6,2,5,62,TRUE
6,2,5,62,TRUE
7,2,5,62,TRUE
6,2,5,62,TRUE
7,2,5,62,TRUE
7,2,5,62,TRUE
7,2,5,62,TRUE
7,2,5,62,TRUE
7,2,5,62,TRUE
4,2,5,62,TRUE
7,2,5,62,TRUE
6,2,5,62,TRUE
6,2,5,62,TRUE
6,2,5,62,TRUE
6,2,5,62,TRUE
7,2,5,62,TRUE
6,2,5,62,TRUE
3,3,3,62,TRUE
8,3,3,62,TRUE
11,3,3,62,TRUE
7,3,3,62,TRUE
8,3,3,62,TRUE
8,2,3,62,TRUE
6,2,3,62,TRUE
6,2,3,62,TRUE
8,2,3,62,TRUE
8,2,3,62,TRUE
8,2,3,62,TRUE
5,2,3,62,TRUE
6,2,3,62,TRUE
7,2,3,62,TRUE
6,2,3,62,TRUE
6,2,3,62,TRUE
8,2,3,62,TRUE
6,2,3,62,TRUE
8,2,3,62,TRUE
9,2,3,62,TRUE
5,2,3,62,TRUE
8,2,3,62,TRUE
9,2,3,62,TRUE
10,2,3,62,TRUE
6,2,3,62,TRUE
7,2,3,62,TRUE
7,2,3,62,TRUE
7,2,3,62,TRUE
6,2,3,62,TRUE
7,2,3,62,TRUE
5,1,3,62,TRUE
6,3,6,62,TRUE
4,3,6,62,TRUE
5,2,6,62,TRUE
6,2,6,62,TRUE
8,2,6,62,TRUE
9,2,6,62,TRUE
9,2,6,62,TRUE
6,2,6,62,TRUE
6,2,6,62,TRUE
6,1,6,62,TRUE
6,1,6,62,TRUE
6,1,6,62,TRUE
7,3,1,62,TRUE
10,3,1,62,TRUE
8,3,1,62,TRUE
7,3,1,62,TRUE
2,2,1,62,TRUE
5,2,1,62,TRUE
6,2,1,62,TRUE
5,2,1,62,TRUE
7,2,1,62,TRUE
6,2,1,62,TRUE
6,2,1,62,TRUE
7,2,1,62,TRUE
8,2,1,62,TRUE
8,2,1,62,TRUE
7,2,1,62,TRUE
6,2,1,62,TRUE
6,2,1,62,TRUE
7,2,1,62,TRUE
5,2,1,62,TRUE
7,2,1,62,TRUE
5,2,1,62,TRUE
6,2,1,62,TRUE
6,2,1,62,TRUE
5,2,1,62,TRUE
6,2,1,62,TRUE
7,2,1,62,TRUE
7,2,1,62,TRUE
7,2,1,62,TRUE
8,2,1,62,TRUE
7,2,1,62,TRUE
10,2,1,62,TRUE
7,2,1,62,TRUE
7,2,1,62,TRUE
6,2,1,62,TRUE
7,2,1,62,TRUE
7,2,1,62,TRUE
6,2,1,62,TRUE
7,2,1,62,TRUE
8,2,1,62,TRUE
5,2,1,62,TRUE
5,2,1,62,TRUE
6,2,1,62,TRUE
8,2,1,62,TRUE
7,2,1,62,TRUE
5,2,1,62,TRUE
10,2,1,62,TRUE
6,2,1,62,TRUE
5,1,1,62,TRUE
5,1,1,62,TRUE
6,1,1,62,TRUE
9,1,1,62,TRUE
7,1,1,62,TRUE
7,1,1,62,TRUE
7,1,1,62,TRUE
6,1,1,62,TRUE
5,3,4,20,TRUE
5,3,4,20,TRUE
6,3,4,20,TRUE
6,3,4,20,TRUE
7,3,4,20,TRUE
5,3,4,20,TRUE
7,3,4,20,TRUE
4,3,4,20,TRUE
4,3,4,20,TRUE
5,3,4,20,TRUE
6,3,4,20,TRUE
6,3,4,20,TRUE
